Running with 256 threads...
Resolution of 4096 x 4096
256, Running with 256 MPI processes.
Process 161 finished computations at 17.9892 seconds.
Process 16 finished computations at 17.994 seconds.
Process 157 finished computations at 18.0413 seconds.
Process 18 finished computations at 18.0611 seconds.
Process 19 finished computations at 18.0672 seconds.
Process 159 finished computations at 18.0893 seconds.
Process 11 finished computations at 18.091 seconds.
Process 158 finished computations at 18.1254 seconds.
Process 17 finished computations at 18.1372 seconds.
Process 155 finished computations at 18.1555 seconds.
Process 156 finished computations at 18.1603 seconds.
Process 153 finished computations at 18.1968 seconds.
Process 13 finished computations at 18.1982 seconds.
Process 12 finished computations at 18.2107 seconds.
Process 154 finished computations at 18.2481 seconds.
Process 14 finished computations at 18.2559 seconds.
Process 152 finished computations at 18.2627 seconds.
Process 151 finished computations at 18.2868 seconds.
Process 15 finished computations at 18.291 seconds.
Process 24 finished computations at 18.2934 seconds.
Process 26 finished computations at 18.3125 seconds.
Process 20 finished computations at 18.3325 seconds.
Process 25 finished computations at 18.3215 seconds.
Process 27 finished computations at 18.339 seconds.
Process 21 finished computations at 18.3924 seconds.
Process 23 finished computations at 18.4526 seconds.
Process 22 finished computations at 18.4437 seconds.
Process 150 finished computations at 18.5046 seconds.
Process 149 finished computations at 18.5341 seconds.
Process 148 finished computations at 18.5522 seconds.
Process 146 finished computations at 18.5628 seconds.
Process 28 finished computations at 18.5668 seconds.
Process 147 finished computations at 18.5814 seconds.
Process 29 finished computations at 18.5861 seconds.
Process 145 finished computations at 18.5871 seconds.
Process 30 finished computations at 18.5896 seconds.
Process 144 finished computations at 18.636 seconds.
Process 34 finished computations at 18.6279 seconds.
Process 32 finished computations at 18.6622 seconds.
Process 31 finished computations at 18.6696 seconds.
Process 33 finished computations at 18.6983 seconds.
Process 35 finished computations at 18.7071 seconds.
Process 141 finished computations at 18.7454 seconds.
Process 142 finished computations at 18.7832 seconds.
Process 143 finished computations at 18.7979 seconds.
Process 139 finished computations at 18.8953 seconds.
Process 41 finished computations at 18.9217 seconds.
Process 36 finished computations at 18.9361 seconds.
Process 42 finished computations at 18.9638 seconds.
Process 38 finished computations at 18.9711 seconds.
Process 40 finished computations at 18.9716 seconds.
Process 140 finished computations at 18.9798 seconds.
Process 37 finished computations at 18.9864 seconds.
Process 43 finished computations at 19.0261 seconds.
Process 138 finished computations at 19.0298 seconds.
Process 65 finished computations at 19.0366 seconds.
Process 105 finished computations at 19.0239 seconds.
Process 39 finished computations at 19.0438 seconds.
Process 104 finished computations at 19.0487 seconds.
Process 137 finished computations at 19.0614 seconds.
Process 128 finished computations at 19.0623 seconds.
Process 136 finished computations at 19.0687 seconds.
Process 107 finished computations at 19.0792 seconds.
Process 64 finished computations at 19.0828 seconds.
Process 134 finished computations at 19.0939 seconds.
Process 106 finished computations at 19.099 seconds.
Process 129 finished computations at 19.1138 seconds.
Process 51 finished computations at 19.1159 seconds.
Process 98 finished computations at 19.1168 seconds.
Process 66 finished computations at 19.1247 seconds.
Process 101 finished computations at 19.1258 seconds.
Process 99 finished computations at 19.1248 seconds.
Process 135 finished computations at 19.1417 seconds.
Process 59 finished computations at 19.1407 seconds.
Process 103 finished computations at 19.1422 seconds.
Process 102 finished computations at 19.1537 seconds.
Process 130 finished computations at 19.1527 seconds.
Process 133 finished computations at 19.1583 seconds.
Process 67 finished computations at 19.1604 seconds.
Process 83 finished computations at 19.1512 seconds.
Process 50 finished computations at 19.1689 seconds.
Process 131 finished computations at 19.1641 seconds.
Process 132 finished computations at 19.1805 seconds.
Process 58 finished computations at 19.1818 seconds.
Process 48 finished computations at 19.1839 seconds.
Process 97 finished computations at 19.189 seconds.
Process 91 finished computations at 19.2003 seconds.
Process 100 finished computations at 19.2019 seconds.
Process 89 finished computations at 19.2058 seconds.
Process 60 finished computations at 19.2168 seconds.
Process 96 finished computations at 19.215 seconds.
Process 49 finished computations at 19.2268 seconds.
Process 61 finished computations at 19.2211 seconds.
Process 57 finished computations at 19.2211 seconds.
Process 88 finished computations at 19.2417 seconds.
Process 90 finished computations at 19.2422 seconds.
Process 44 finished computations at 19.2579 seconds.
Process 52 finished computations at 19.2581 seconds.
Process 93 finished computations at 19.2628 seconds.
Process 62 finished computations at 19.2674 seconds.
Process 56 finished computations at 19.2548 seconds.
Process 63 finished computations at 19.2572 seconds.
Process 94 finished computations at 19.2782 seconds.
Process 87 finished computations at 19.2889 seconds.
Process 92 finished computations at 19.2962 seconds.
Process 53 finished computations at 19.2985 seconds.
Process 82 finished computations at 19.3015 seconds.
Process 54 finished computations at 19.3123 seconds.
Process 108 finished computations at 19.3284 seconds.
Process 95 finished computations at 19.3404 seconds.
Process 45 finished computations at 19.3489 seconds.
Process 55 finished computations at 19.3511 seconds.
Process 72 finished computations at 19.352 seconds.
Process 86 finished computations at 19.3431 seconds.
Process 81 finished computations at 19.361 seconds.
Process 68 finished computations at 19.3636 seconds.
Process 73 finished computations at 19.3665 seconds.
Process 47 finished computations at 19.3735 seconds.
Process 46 finished computations at 19.3975 seconds.
Process 115 finished computations at 19.408 seconds.
Process 85 finished computations at 19.4148 seconds.
Process 122 finished computations at 19.4227 seconds.
Process 70 finished computations at 19.4238 seconds.
Process 69 finished computations at 19.4293 seconds.
Process 84 finished computations at 19.4346 seconds.
Process 74 finished computations at 19.4581 seconds.
Process 114 finished computations at 19.4593 seconds.
Process 71 finished computations at 19.4695 seconds.
Process 113 finished computations at 19.4746 seconds.
Process 112 finished computations at 19.4625 seconds.
Process 121 finished computations at 19.4764 seconds.
Process 127 finished computations at 19.4805 seconds.
Process 80 finished computations at 19.4795 seconds.
Process 120 finished computations at 19.4871 seconds.
Process 123 finished computations at 19.5072 seconds.
Process 109 finished computations at 19.5183 seconds.
Process 75 finished computations at 19.5194 seconds.
Process 78 finished computations at 19.5277 seconds.
Process 77 finished computations at 19.5177 seconds.
Process 116 finished computations at 19.5375 seconds.
Process 124 finished computations at 19.5442 seconds.
Process 110 finished computations at 19.5463 seconds.
Process 79 finished computations at 19.576 seconds.
Process 117 finished computations at 19.584 seconds.
Process 125 finished computations at 19.5977 seconds.
Process 119 finished computations at 19.6037 seconds.
Process 111 finished computations at 19.6093 seconds.
Process 76 finished computations at 19.6147 seconds.
Process 126 finished computations at 19.6271 seconds.
Process 118 finished computations at 19.6432 seconds.
Total time taken: 19.9232 seconds.
32.550
Running with 128 threads...
Resolution of 2048 x 4096
128, Running with 128 MPI processes.
Process 119 finished computations at 17.0863 seconds.
Process 120 finished computations at 17.1126 seconds.
Process 0 finished computations at 17.2017 seconds.
Process 115 finished computations at 17.267 seconds.
Process 121 finished computations at 17.2657 seconds.
Process 118 finished computations at 17.2941 seconds.
Process 122 finished computations at 17.3292 seconds.
Process 127 finished computations at 17.3473 seconds.
Process 123 finished computations at 17.3576 seconds.
Process 116 finished computations at 17.4413 seconds.
Process 117 finished computations at 17.443 seconds.
Process 114 finished computations at 17.4497 seconds.
Process 113 finished computations at 17.4743 seconds.
Process 1 finished computations at 17.4913 seconds.
Process 125 finished computations at 17.5297 seconds.
Process 126 finished computations at 17.5439 seconds.
Process 2 finished computations at 17.5604 seconds.
Process 112 finished computations at 17.6544 seconds.
Process 124 finished computations at 17.6995 seconds.
Process 105 finished computations at 17.7042 seconds.
Process 104 finished computations at 17.7734 seconds.
Process 3 finished computations at 17.8647 seconds.
Process 99 finished computations at 17.9081 seconds.
Process 106 finished computations at 17.9094 seconds.
Process 96 finished computations at 17.9544 seconds.
Process 103 finished computations at 17.9624 seconds.
Process 83 finished computations at 17.9683 seconds.
Process 110 finished computations at 17.972 seconds.
Process 111 finished computations at 17.9887 seconds.
Process 107 finished computations at 18.0039 seconds.
Process 102 finished computations at 18.0181 seconds.
Process 90 finished computations at 18.0293 seconds.
Process 91 finished computations at 18.0395 seconds.
Process 97 finished computations at 18.0411 seconds.
Process 100 finished computations at 18.0504 seconds.
Process 101 finished computations at 18.0531 seconds.
Process 89 finished computations at 18.0578 seconds.
Process 98 finished computations at 18.0758 seconds.
Process 88 finished computations at 18.1112 seconds.
Process 109 finished computations at 18.1297 seconds.
Process 82 finished computations at 18.135 seconds.
Process 108 finished computations at 18.1787 seconds.
Process 4 finished computations at 18.1854 seconds.
Process 94 finished computations at 18.1942 seconds.
Process 8 finished computations at 18.1967 seconds.
Process 81 finished computations at 18.218 seconds.
Process 9 finished computations at 18.2307 seconds.
Process 85 finished computations at 18.2381 seconds.
Process 84 finished computations at 18.2351 seconds.
Process 95 finished computations at 18.2605 seconds.
Process 86 finished computations at 18.2886 seconds.
Process 92 finished computations at 18.3066 seconds.
Process 93 finished computations at 18.3163 seconds.
Process 5 finished computations at 18.3188 seconds.
Process 80 finished computations at 18.3407 seconds.
Process 87 finished computations at 18.3596 seconds.
Process 10 finished computations at 18.3595 seconds.
Process 6 finished computations at 18.436 seconds.
Process 11 finished computations at 18.4446 seconds.
Process 7 finished computations at 18.467 seconds.
Process 79 finished computations at 18.6125 seconds.
Process 78 finished computations at 18.6331 seconds.
Process 12 finished computations at 18.6955 seconds.
Process 13 finished computations at 18.7142 seconds.
Process 77 finished computations at 18.756 seconds.
Process 16 finished computations at 18.76 seconds.
Process 75 finished computations at 18.7604 seconds.
Process 14 finished computations at 18.7833 seconds.
Process 18 finished computations at 18.8043 seconds.
Process 17 finished computations at 18.81 seconds.
Process 74 finished computations at 18.837 seconds.
Process 76 finished computations at 18.8445 seconds.
Process 73 finished computations at 18.8835 seconds.
Process 15 finished computations at 18.8879 seconds.
Process 72 finished computations at 18.892 seconds.
Process 19 finished computations at 18.9849 seconds.
Process 50 finished computations at 19.1088 seconds.
Process 51 finished computations at 19.1184 seconds.
Process 32 finished computations at 19.218 seconds.
Process 71 finished computations at 19.2761 seconds.
Process 25 finished computations at 19.2797 seconds.
Process 48 finished computations at 19.2819 seconds.
Process 33 finished computations at 19.2859 seconds.
Process 26 finished computations at 19.2969 seconds.
Process 43 finished computations at 19.3043 seconds.
Process 49 finished computations at 19.3048 seconds.
Process 52 finished computations at 19.335 seconds.
Process 21 finished computations at 19.3344 seconds.
Process 24 finished computations at 19.3441 seconds.
Process 27 finished computations at 19.333 seconds.
Process 66 finished computations at 19.3523 seconds.
Process 20 finished computations at 19.3584 seconds.
Process 34 finished computations at 19.3769 seconds.
Process 42 finished computations at 19.3847 seconds.
Process 41 finished computations at 19.4009 seconds.
Process 67 finished computations at 19.4156 seconds.
Process 35 finished computations at 19.4191 seconds.
Process 70 finished computations at 19.437 seconds.
Process 31 finished computations at 19.4363 seconds.
Process 28 finished computations at 19.4466 seconds.
Process 64 finished computations at 19.4459 seconds.
Process 53 finished computations at 19.4484 seconds.
Process 30 finished computations at 19.4735 seconds.
Process 29 finished computations at 19.4967 seconds.
Process 65 finished computations at 19.4981 seconds.
Process 40 finished computations at 19.5195 seconds.
Process 46 finished computations at 19.523 seconds.
Process 22 finished computations at 19.5339 seconds.
Process 59 finished computations at 19.5455 seconds.
Process 58 finished computations at 19.551 seconds.
Process 69 finished computations at 19.5576 seconds.
Process 57 finished computations at 19.5572 seconds.
Process 47 finished computations at 19.5592 seconds.
Process 45 finished computations at 19.5713 seconds.
Process 56 finished computations at 19.5914 seconds.
Process 44 finished computations at 19.5959 seconds.
Process 23 finished computations at 19.5978 seconds.
Process 68 finished computations at 19.6733 seconds.
Process 54 finished computations at 19.6867 seconds.
Process 61 finished computations at 19.7249 seconds.
Process 63 finished computations at 19.7416 seconds.
Process 36 finished computations at 19.7359 seconds.
Process 38 finished computations at 19.765 seconds.
Process 39 finished computations at 19.7873 seconds.
Process 62 finished computations at 19.7937 seconds.
Process 37 finished computations at 19.8235 seconds.
Process 55 finished computations at 19.8267 seconds.
Process 60 finished computations at 19.8538 seconds.
Total time taken: 19.9432 seconds.
27.916
Running with 64 threads...
Resolution of 1024 x 4096
64, Running with 64 MPI processes.
Process 59 finished computations at 16.4594 seconds.
Process 60 finished computations at 16.527 seconds.
Process 58 finished computations at 16.5739 seconds.
Process 63 finished computations at 16.6237 seconds.
Process 0 finished computations at 16.7203 seconds.
Process 62 finished computations at 16.757 seconds.
Process 61 finished computations at 16.7833 seconds.
Process 57 finished computations at 16.8093 seconds.
Process 56 finished computations at 16.9163 seconds.
Process 55 finished computations at 17.0696 seconds.
Process 1 finished computations at 17.0961 seconds.
Process 51 finished computations at 17.1315 seconds.
Process 52 finished computations at 17.1842 seconds.
Process 50 finished computations at 17.2497 seconds.
Process 45 finished computations at 17.2595 seconds.
Process 49 finished computations at 17.3066 seconds.
Process 54 finished computations at 17.3117 seconds.
Process 53 finished computations at 17.3267 seconds.
Process 48 finished computations at 17.3375 seconds.
Process 47 finished computations at 17.3598 seconds.
Process 2 finished computations at 17.3825 seconds.
Process 42 finished computations at 17.3951 seconds.
Process 46 finished computations at 17.4396 seconds.
Process 43 finished computations at 17.4568 seconds.
Process 44 finished computations at 17.4665 seconds.
Process 4 finished computations at 17.4752 seconds.
Process 41 finished computations at 17.5303 seconds.
Process 3 finished computations at 17.594 seconds.
Process 40 finished computations at 17.6507 seconds.
Process 39 finished computations at 17.7188 seconds.
Process 5 finished computations at 17.7224 seconds.
Process 6 finished computations at 17.7981 seconds.
Process 7 finished computations at 17.8931 seconds.
Process 38 finished computations at 17.8954 seconds.
Process 37 finished computations at 18.0832 seconds.
Process 9 finished computations at 18.1545 seconds.
Process 8 finished computations at 18.2293 seconds.
Process 36 finished computations at 18.2724 seconds.
Process 35 finished computations at 18.4687 seconds.
Process 25 finished computations at 18.5046 seconds.
Process 10 finished computations at 18.5055 seconds.
Process 26 finished computations at 18.533 seconds.
Process 16 finished computations at 18.5627 seconds.
Process 15 finished computations at 18.5825 seconds.
Process 23 finished computations at 18.6193 seconds.
Process 14 finished computations at 18.6223 seconds.
Process 24 finished computations at 18.6228 seconds.
Process 13 finished computations at 18.6539 seconds.
Process 12 finished computations at 18.6689 seconds.
Process 22 finished computations at 18.7095 seconds.
Process 11 finished computations at 18.7105 seconds.
Process 21 finished computations at 18.7224 seconds.
Process 34 finished computations at 18.7317 seconds.
Process 32 finished computations at 18.7653 seconds.
Process 19 finished computations at 18.783 seconds.
Process 33 finished computations at 18.7873 seconds.
Process 17 finished computations at 18.7903 seconds.
Process 20 finished computations at 18.8129 seconds.
Process 18 finished computations at 18.868 seconds.
Process 27 finished computations at 18.8767 seconds.
Process 31 finished computations at 18.9247 seconds.
Process 29 finished computations at 18.9266 seconds.
Process 30 finished computations at 18.9383 seconds.
Process 28 finished computations at 18.9683 seconds.
Total time taken: 18.9988 seconds.
26.077
Running with 32 threads...
Resolution of 512 x 4096
32, Running with 32 MPI processes.
Process 29 finished computations at 16.4958 seconds.
Process 30 finished computations at 16.7586 seconds.
Process 0 finished computations at 16.8011 seconds.
Process 31 finished computations at 16.8305 seconds.
Process 28 finished computations at 16.8384 seconds.
Process 27 finished computations at 17.1761 seconds.
Process 26 finished computations at 17.2046 seconds.
Process 25 finished computations at 17.2407 seconds.
Process 23 finished computations at 17.2485 seconds.
Process 21 finished computations at 17.3702 seconds.
Process 22 finished computations at 17.4272 seconds.
Process 2 finished computations at 17.4559 seconds.
Process 24 finished computations at 17.4814 seconds.
Process 1 finished computations at 17.5294 seconds.
Process 20 finished computations at 17.5526 seconds.
Process 19 finished computations at 17.7074 seconds.
Process 3 finished computations at 17.8511 seconds.
Process 4 finished computations at 18.1921 seconds.
Process 18 finished computations at 18.3156 seconds.
Process 5 finished computations at 18.565 seconds.
Process 12 finished computations at 18.595 seconds.
Process 8 finished computations at 18.6045 seconds.
Process 7 finished computations at 18.6051 seconds.
Process 6 finished computations at 18.6656 seconds.
Process 17 finished computations at 18.6677 seconds.
Process 13 finished computations at 18.6839 seconds.
Process 11 finished computations at 18.7087 seconds.
Process 10 finished computations at 18.7374 seconds.
Process 14 finished computations at 18.8676 seconds.
Process 15 finished computations at 18.8959 seconds.
Process 16 finished computations at 18.8976 seconds.
Process 9 finished computations at 18.9625 seconds.
Total time taken: 18.9766 seconds.
23.717
Running with 16 threads...
Resolution of 256 x 4096
16, Running with 16 MPI processes.
Process 14 finished computations at 16.7739 seconds.
Process 15 finished computations at 16.8302 seconds.
Process 0 finished computations at 17.1496 seconds.
Process 13 finished computations at 17.2325 seconds.
Process 12 finished computations at 17.3002 seconds.
Process 11 finished computations at 17.3247 seconds.
Process 10 finished computations at 17.4525 seconds.
Process 1 finished computations at 17.6489 seconds.
Process 9 finished computations at 18.0586 seconds.
Process 2 finished computations at 18.1832 seconds.
Process 6 finished computations at 18.3012 seconds.
Process 5 finished computations at 18.5147 seconds.
Process 4 finished computations at 18.5891 seconds.
Process 3 finished computations at 18.6673 seconds.
Process 7 finished computations at 18.8425 seconds.
Process 8 finished computations at 18.9098 seconds.
Total time taken: 18.9167 seconds.
22.549
Running with 8 threads...
Resolution of 128 x 4096
8, Running with 8 MPI processes.
Process 7 finished computations at 16.5548 seconds.
Process 6 finished computations at 17.1584 seconds.
Process 5 finished computations at 17.4254 seconds.
Process 0 finished computations at 17.4418 seconds.
Process 4 finished computations at 18.4726 seconds.
Process 1 finished computations at 18.6265 seconds.
Process 3 finished computations at 18.7605 seconds.
Process 2 finished computations at 18.7654 seconds.
Total time taken: 18.769 seconds.
21.428
Running with 4 threads...
Resolution of 64 x 4096
4, Running with 4 MPI processes.
Process 3 finished computations at 17.1281 seconds.
Process 0 finished computations at 17.5876 seconds.
Process 2 finished computations at 17.6897 seconds.
Process 1 finished computations at 18.3049 seconds.
Total time taken: 18.3069 seconds.
20.716
Running with 2 threads...
Resolution of 32 x 4096
2, Running with 2 MPI processes.
Process 1 finished computations at 17.3949 seconds.
Process 0 finished computations at 17.971 seconds.
Total time taken: 17.9718 seconds.
20.261
Running with 1 threads...
Resolution of 16 x 4096
1, Running with 1 MPI processes.
Process 0 finished computations at 17.1349 seconds.
Total time taken: 17.1354 seconds.
20.200
All runs completed.
