Threads, Time (seconds)
128, Running with 128 MPI processes.
Process 120 finished computations at 36.6765 seconds.
Process 119 finished computations at 36.6776 seconds.
Process 17 finished computations at 36.6843 seconds.
Process 8 finished computations at 36.687 seconds.
Process 92 finished computations at 36.6873 seconds.
Process 15 finished computations at 36.7065 seconds.
Process 46 finished computations at 36.715 seconds.
Process 49 finished computations at 36.7165 seconds.
Process 9 finished computations at 36.7276 seconds.
Process 11 finished computations at 36.7381 seconds.
Process 64 finished computations at 36.7452 seconds.
Process 57 finished computations at 36.7502 seconds.
Process 48 finished computations at 36.7603 seconds.
Process 55 finished computations at 36.7612 seconds.
Process 56 finished computations at 36.7625 seconds.
Process 91 finished computations at 36.7725 seconds.
Process 83 finished computations at 36.7843 seconds.
Process 97 finished computations at 36.7838 seconds.
Process 10 finished computations at 36.784 seconds.
Process 65 finished computations at 36.8029 seconds.
Process 47 finished computations at 36.814 seconds.
Process 70 finished computations at 36.8139 seconds.
Process 71 finished computations at 36.8232 seconds.
Process 12 finished computations at 36.8232 seconds.
Process 87 finished computations at 36.8259 seconds.
Process 86 finished computations at 36.8337 seconds.
Process 81 finished computations at 36.838 seconds.
Process 82 finished computations at 36.839 seconds.
Process 85 finished computations at 36.8522 seconds.
Process 66 finished computations at 36.8614 seconds.
Process 84 finished computations at 36.8708 seconds.
Process 78 finished computations at 36.8738 seconds.
Process 89 finished computations at 36.8844 seconds.
Process 77 finished computations at 36.8868 seconds.
Process 67 finished computations at 36.8976 seconds.
Process 88 finished computations at 36.9028 seconds.
Process 72 finished computations at 36.9073 seconds.
Process 90 finished computations at 36.9359 seconds.
Process 80 finished computations at 36.9371 seconds.
Process 79 finished computations at 36.9457 seconds.
Process 73 finished computations at 36.9624 seconds.
Process 76 finished computations at 36.9676 seconds.
Process 50 finished computations at 36.9704 seconds.
Process 74 finished computations at 37.0023 seconds.
Process 68 finished computations at 37.0355 seconds.
Process 69 finished computations at 37.0568 seconds.
Process 75 finished computations at 37.0869 seconds.
Total time taken: 37.3303 seconds.
43.666
64, Running with 64 MPI processes.
Process 41 finished computations at 72.6 seconds.
Process 38 finished computations at 72.6991 seconds.
Process 39 finished computations at 72.7531 seconds.
Process 42 finished computations at 72.8025 seconds.
Process 36 finished computations at 72.8469 seconds.
Process 43 finished computations at 72.8659 seconds.
Process 44 finished computations at 72.8705 seconds.
Process 40 finished computations at 72.9298 seconds.
Process 37 finished computations at 72.9764 seconds.
Process 34 finished computations at 73.0592 seconds.
Process 63 finished computations at 73.0641 seconds.
Process 0 finished computations at 73.1014 seconds.
Process 35 finished computations at 73.1606 seconds.
Process 29 finished computations at 73.1847 seconds.
Process 61 finished computations at 73.2164 seconds.
Process 45 finished computations at 73.2253 seconds.
Process 33 finished computations at 73.2372 seconds.
Process 62 finished computations at 73.2935 seconds.
Process 1 finished computations at 73.3148 seconds.
Process 28 finished computations at 73.317 seconds.
Process 30 finished computations at 73.3454 seconds.
Process 32 finished computations at 73.3481 seconds.
Process 2 finished computations at 73.365 seconds.
Process 60 finished computations at 73.367 seconds.
Process 31 finished computations at 73.369 seconds.
Process 52 finished computations at 73.3975 seconds.
Process 46 finished computations at 73.4364 seconds.
Process 50 finished computations at 73.4394 seconds.
Process 51 finished computations at 73.4626 seconds.
Process 27 finished computations at 73.4736 seconds.
Process 48 finished computations at 73.4948 seconds.
Process 47 finished computations at 73.4979 seconds.
Process 53 finished computations at 73.5353 seconds.
Process 26 finished computations at 73.5823 seconds.
Process 58 finished computations at 73.5847 seconds.
Process 54 finished computations at 73.5982 seconds.
Process 49 finished computations at 73.6017 seconds.
Process 18 finished computations at 73.6055 seconds.
Process 59 finished computations at 73.655 seconds.
Process 24 finished computations at 73.659 seconds.
Process 17 finished computations at 73.6706 seconds.
Process 22 finished computations at 73.6783 seconds.
Process 25 finished computations at 73.6878 seconds.
Process 19 finished computations at 73.722 seconds.
Process 4 finished computations at 73.7243 seconds.
Process 14 finished computations at 73.7293 seconds.
Process 7 finished computations at 73.7455 seconds.
Process 20 finished computations at 73.7676 seconds.
Process 21 finished computations at 73.8057 seconds.
Process 23 finished computations at 73.8147 seconds.
Process 55 finished computations at 73.815 seconds.
Process 16 finished computations at 73.8379 seconds.
Process 6 finished computations at 73.8522 seconds.
Process 56 finished computations at 73.8883 seconds.
Process 5 finished computations at 73.8997 seconds.
Process 13 finished computations at 73.9815 seconds.
Process 15 finished computations at 73.9938 seconds.
Process 12 finished computations at 74.0022 seconds.
Process 8 finished computations at 74.0497 seconds.
Process 9 finished computations at 74.0587 seconds.
Process 11 finished computations at 74.0864 seconds.
Process 3 finished computations at 74.1901 seconds.
Process 57 finished computations at 74.2143 seconds.
Process 10 finished computations at 74.271 seconds.
Total time taken: 74.4819 seconds.
79.302
32, Running with 32 MPI processes.
Process 31 finished computations at 141.858 seconds.
Process 25 finished computations at 141.866 seconds.
Process 13 finished computations at 141.912 seconds.
Process 7 finished computations at 142.022 seconds.
Process 0 finished computations at 142.044 seconds.
Process 2 finished computations at 142.118 seconds.
Process 1 finished computations at 142.129 seconds.
Process 28 finished computations at 142.234 seconds.
Process 6 finished computations at 142.228 seconds.
Process 30 finished computations at 142.28 seconds.
Process 4 finished computations at 142.346 seconds.
Process 29 finished computations at 142.405 seconds.
Process 3 finished computations at 142.519 seconds.
Process 8 finished computations at 142.596 seconds.
Process 11 finished computations at 142.655 seconds.
Process 27 finished computations at 142.668 seconds.
Process 5 finished computations at 142.68 seconds.
Process 19 finished computations at 142.723 seconds.
Process 12 finished computations at 142.716 seconds.
Process 17 finished computations at 142.783 seconds.
Process 14 finished computations at 142.845 seconds.
Process 22 finished computations at 142.919 seconds.
Process 26 finished computations at 142.937 seconds.
Process 10 finished computations at 142.989 seconds.
Process 16 finished computations at 143.008 seconds.
Process 21 finished computations at 143.097 seconds.
Process 18 finished computations at 143.1 seconds.
Process 15 finished computations at 143.131 seconds.
Process 23 finished computations at 143.161 seconds.
Process 24 finished computations at 143.187 seconds.
Process 9 finished computations at 143.483 seconds.
Process 20 finished computations at 143.503 seconds.
Total time taken: 143.625 seconds.
147.667
16, Running with 16 MPI processes.
Process 1 finished computations at 282.84 seconds.
Process 0 finished computations at 283.179 seconds.
Process 3 finished computations at 283.184 seconds.
Process 12 finished computations at 284.316 seconds.
Process 9 finished computations at 284.452 seconds.
Process 2 finished computations at 284.672 seconds.
Process 14 finished computations at 284.692 seconds.
Process 4 finished computations at 284.831 seconds.
Process 15 finished computations at 284.848 seconds.
Process 6 finished computations at 284.845 seconds.
Process 10 finished computations at 284.925 seconds.
Process 13 finished computations at 284.935 seconds.
Process 8 finished computations at 284.993 seconds.
Process 7 finished computations at 285.101 seconds.
Process 11 finished computations at 285.148 seconds.
Process 5 finished computations at 285.213 seconds.
Total time taken: 285.328 seconds.
288.323
8, Running with 8 MPI processes.
Process 4 finished computations at 569.414 seconds.
Process 6 finished computations at 569.867 seconds.
Process 0 finished computations at 570.189 seconds.
Process 1 finished computations at 570.294 seconds.
Process 7 finished computations at 570.297 seconds.
Process 5 finished computations at 570.334 seconds.
Process 3 finished computations at 570.354 seconds.
Process 2 finished computations at 570.623 seconds.
Total time taken: 570.73 seconds.
573.501
4, Running with 4 MPI processes.
Process 1 finished computations at 1140.05 seconds.
Process 0 finished computations at 1140.91 seconds.
Process 3 finished computations at 1140.94 seconds.
Process 2 finished computations at 1141.18 seconds.
Total time taken: 1141.29 seconds.
1143.668
2, Running with 2 MPI processes.
Process 0 finished computations at 2280.73 seconds.
Process 1 finished computations at 2283 seconds.
Total time taken: 2283.14 seconds.
2285.441
