Threads, Time (seconds)
With OMP off...
256, Running with 256 MPI processes.
Process 161 finished computations at 17.9892 seconds.
Process 16 finished computations at 17.994 seconds.
Process 157 finished computations at 18.0413 seconds.
Process 18 finished computations at 18.0611 seconds.
Process 19 finished computations at 18.0672 seconds.
Process 159 finished computations at 18.0893 seconds.
Process 11 finished computations at 18.091 seconds.
Process 158 finished computations at 18.1254 seconds.
Process 17 finished computations at 18.1372 seconds.
Process 155 finished computations at 18.1555 seconds.
Process 156 finished computations at 18.1603 seconds.
Process 153 finished computations at 18.1968 seconds.
Process 13 finished computations at 18.1982 seconds.
Process 12 finished computations at 18.2107 seconds.
Process 154 finished computations at 18.2481 seconds.
Process 14 finished computations at 18.2559 seconds.
Process 152 finished computations at 18.2627 seconds.
Process 151 finished computations at 18.2868 seconds.
Process 15 finished computations at 18.291 seconds.
Process 24 finished computations at 18.2934 seconds.
Process 26 finished computations at 18.3125 seconds.
Process 20 finished computations at 18.3325 seconds.
Process 25 finished computations at 18.3215 seconds.
Process 27 finished computations at 18.339 seconds.
Process 21 finished computations at 18.3924 seconds.
Process 23 finished computations at 18.4526 seconds.
Process 22 finished computations at 18.4437 seconds.
Process 150 finished computations at 18.5046 seconds.
Process 149 finished computations at 18.5341 seconds.
Process 148 finished computations at 18.5522 seconds.
Process 146 finished computations at 18.5628 seconds.
Process 28 finished computations at 18.5668 seconds.
Process 147 finished computations at 18.5814 seconds.
Process 29 finished computations at 18.5861 seconds.
Process 145 finished computations at 18.5871 seconds.
Process 30 finished computations at 18.5896 seconds.
Process 144 finished computations at 18.636 seconds.
Process 34 finished computations at 18.6279 seconds.
Process 32 finished computations at 18.6622 seconds.
Process 31 finished computations at 18.6696 seconds.
Process 33 finished computations at 18.6983 seconds.
Process 35 finished computations at 18.7071 seconds.
Process 141 finished computations at 18.7454 seconds.
Process 142 finished computations at 18.7832 seconds.
Process 143 finished computations at 18.7979 seconds.
Process 139 finished computations at 18.8953 seconds.
Process 41 finished computations at 18.9217 seconds.
Process 36 finished computations at 18.9361 seconds.
Process 42 finished computations at 18.9638 seconds.
Process 38 finished computations at 18.9711 seconds.
Process 40 finished computations at 18.9716 seconds.
Process 140 finished computations at 18.9798 seconds.
Process 37 finished computations at 18.9864 seconds.
Process 43 finished computations at 19.0261 seconds.
Process 138 finished computations at 19.0298 seconds.
Process 65 finished computations at 19.0366 seconds.
Process 105 finished computations at 19.0239 seconds.
Process 39 finished computations at 19.0438 seconds.
Process 104 finished computations at 19.0487 seconds.
Process 137 finished computations at 19.0614 seconds.
Process 128 finished computations at 19.0623 seconds.
Process 136 finished computations at 19.0687 seconds.
Process 107 finished computations at 19.0792 seconds.
Process 64 finished computations at 19.0828 seconds.
Process 134 finished computations at 19.0939 seconds.
Process 106 finished computations at 19.099 seconds.
Process 129 finished computations at 19.1138 seconds.
Process 51 finished computations at 19.1159 seconds.
Process 98 finished computations at 19.1168 seconds.
Process 66 finished computations at 19.1247 seconds.
Process 101 finished computations at 19.1258 seconds.
Process 99 finished computations at 19.1248 seconds.
Process 135 finished computations at 19.1417 seconds.
Process 59 finished computations at 19.1407 seconds.
Process 103 finished computations at 19.1422 seconds.
Process 102 finished computations at 19.1537 seconds.
Process 130 finished computations at 19.1527 seconds.
Process 133 finished computations at 19.1583 seconds.
Process 67 finished computations at 19.1604 seconds.
Process 83 finished computations at 19.1512 seconds.
Process 50 finished computations at 19.1689 seconds.
Process 131 finished computations at 19.1641 seconds.
Process 132 finished computations at 19.1805 seconds.
Process 58 finished computations at 19.1818 seconds.
Process 48 finished computations at 19.1839 seconds.
Process 97 finished computations at 19.189 seconds.
Process 91 finished computations at 19.2003 seconds.
Process 100 finished computations at 19.2019 seconds.
Process 89 finished computations at 19.2058 seconds.
Process 60 finished computations at 19.2168 seconds.
Process 96 finished computations at 19.215 seconds.
Process 49 finished computations at 19.2268 seconds.
Process 61 finished computations at 19.2211 seconds.
Process 57 finished computations at 19.2211 seconds.
Process 88 finished computations at 19.2417 seconds.
Process 90 finished computations at 19.2422 seconds.
Process 44 finished computations at 19.2579 seconds.
Process 52 finished computations at 19.2581 seconds.
Process 93 finished computations at 19.2628 seconds.
Process 62 finished computations at 19.2674 seconds.
Process 56 finished computations at 19.2548 seconds.
Process 63 finished computations at 19.2572 seconds.
Process 94 finished computations at 19.2782 seconds.
Process 87 finished computations at 19.2889 seconds.
Process 92 finished computations at 19.2962 seconds.
Process 53 finished computations at 19.2985 seconds.
Process 82 finished computations at 19.3015 seconds.
Process 54 finished computations at 19.3123 seconds.
Process 108 finished computations at 19.3284 seconds.
Process 95 finished computations at 19.3404 seconds.
Process 45 finished computations at 19.3489 seconds.
Process 55 finished computations at 19.3511 seconds.
Process 72 finished computations at 19.352 seconds.
Process 86 finished computations at 19.3431 seconds.
Process 81 finished computations at 19.361 seconds.
Process 68 finished computations at 19.3636 seconds.
Process 73 finished computations at 19.3665 seconds.
Process 47 finished computations at 19.3735 seconds.
Process 46 finished computations at 19.3975 seconds.
Process 115 finished computations at 19.408 seconds.
Process 85 finished computations at 19.4148 seconds.
Process 122 finished computations at 19.4227 seconds.
Process 70 finished computations at 19.4238 seconds.
Process 69 finished computations at 19.4293 seconds.
Process 84 finished computations at 19.4346 seconds.
Process 74 finished computations at 19.4581 seconds.
Process 114 finished computations at 19.4593 seconds.
Process 71 finished computations at 19.4695 seconds.
Process 113 finished computations at 19.4746 seconds.
Process 112 finished computations at 19.4625 seconds.
Process 121 finished computations at 19.4764 seconds.
Process 127 finished computations at 19.4805 seconds.
Process 80 finished computations at 19.4795 seconds.
Process 120 finished computations at 19.4871 seconds.
Process 123 finished computations at 19.5072 seconds.
Process 109 finished computations at 19.5183 seconds.
Process 75 finished computations at 19.5194 seconds.
Process 78 finished computations at 19.5277 seconds.
Process 77 finished computations at 19.5177 seconds.
Process 116 finished computations at 19.5375 seconds.
Process 124 finished computations at 19.5442 seconds.
Process 110 finished computations at 19.5463 seconds.
Process 79 finished computations at 19.576 seconds.
Process 117 finished computations at 19.584 seconds.
Process 125 finished computations at 19.5977 seconds.
Process 119 finished computations at 19.6037 seconds.
Process 111 finished computations at 19.6093 seconds.
Process 76 finished computations at 19.6147 seconds.
Process 126 finished computations at 19.6271 seconds.
Process 118 finished computations at 19.6432 seconds.
Total time taken: 19.9232 seconds.
32.550
With OMP on...
256, Running with 256 MPI processes.
Process 240 finished computations at 16.7287 seconds.
Process 255 finished computations at 16.8818 seconds.
Process 237 finished computations at 16.8985 seconds.
Process 238 finished computations at 16.9034 seconds.
Process 236 finished computations at 16.9067 seconds.
Process 239 finished computations at 16.9198 seconds.
Process 235 finished computations at 16.9422 seconds.
Process 254 finished computations at 16.9461 seconds.
Process 234 finished computations at 16.9866 seconds.
Process 233 finished computations at 16.9902 seconds.
Process 241 finished computations at 17.0053 seconds.
Process 242 finished computations at 17.0294 seconds.
Process 253 finished computations at 17.0489 seconds.
Process 0 finished computations at 17.0679 seconds.
Process 232 finished computations at 17.0789 seconds.
Process 252 finished computations at 17.0804 seconds.
Process 243 finished computations at 17.1006 seconds.
Process 249 finished computations at 17.1453 seconds.
Process 250 finished computations at 17.1569 seconds.
Process 246 finished computations at 17.16 seconds.
Process 230 finished computations at 17.1627 seconds.
Process 244 finished computations at 17.1618 seconds.
Process 245 finished computations at 17.1515 seconds.
Process 231 finished computations at 17.166 seconds.
Process 251 finished computations at 17.1717 seconds.
Process 228 finished computations at 17.1781 seconds.
Process 226 finished computations at 17.2265 seconds.
Process 248 finished computations at 17.2557 seconds.
Process 229 finished computations at 17.2641 seconds.
Process 247 finished computations at 17.2745 seconds.
Process 1 finished computations at 17.2839 seconds.
Process 227 finished computations at 17.2877 seconds.
Process 225 finished computations at 17.3542 seconds.
Process 2 finished computations at 17.3758 seconds.
Process 222 finished computations at 17.4199 seconds.
Process 208 finished computations at 17.4225 seconds.
Process 224 finished computations at 17.4362 seconds.
Process 205 finished computations at 17.4467 seconds.
Process 3 finished computations at 17.4937 seconds.
Process 209 finished computations at 17.5001 seconds.
Process 206 finished computations at 17.5112 seconds.
Process 223 finished computations at 17.5217 seconds.
Process 211 finished computations at 17.5217 seconds.
Process 203 finished computations at 17.5364 seconds.
Process 210 finished computations at 17.5804 seconds.
Process 220 finished computations at 17.5855 seconds.
Process 204 finished computations at 17.6066 seconds.
Process 207 finished computations at 17.6176 seconds.
Process 221 finished computations at 17.6255 seconds.
Process 200 finished computations at 17.6293 seconds.
Process 202 finished computations at 17.6298 seconds.
Process 199 finished computations at 17.6314 seconds.
Process 201 finished computations at 17.6448 seconds.
Process 219 finished computations at 17.6502 seconds.
Process 212 finished computations at 17.6771 seconds.
Process 218 finished computations at 17.7113 seconds.
Process 216 finished computations at 17.7137 seconds.
Process 213 finished computations at 17.7265 seconds.
Process 214 finished computations at 17.7262 seconds.
Process 191 finished computations at 17.7271 seconds.
Process 217 finished computations at 17.7364 seconds.
Process 189 finished computations at 17.7514 seconds.
Process 170 finished computations at 17.7534 seconds.
Process 169 finished computations at 17.7593 seconds.
Process 215 finished computations at 17.7647 seconds.
Process 198 finished computations at 17.767 seconds.
Process 188 finished computations at 17.7637 seconds.
Process 187 finished computations at 17.7707 seconds.
Process 168 finished computations at 17.7762 seconds.
Process 4 finished computations at 17.7874 seconds.
Process 171 finished computations at 17.7899 seconds.
Process 193 finished computations at 17.8001 seconds.
Process 192 finished computations at 17.8034 seconds.
Process 194 finished computations at 17.809 seconds.
Process 182 finished computations at 17.818 seconds.
Process 195 finished computations at 17.8198 seconds.
Process 197 finished computations at 17.8183 seconds.
Process 179 finished computations at 17.8305 seconds.
Process 166 finished computations at 17.8324 seconds.
Process 184 finished computations at 17.8362 seconds.
Process 185 finished computations at 17.8484 seconds.
Process 5 finished computations at 17.8533 seconds.
Process 178 finished computations at 17.8485 seconds.
Process 167 finished computations at 17.8546 seconds.
Process 174 finished computations at 17.8552 seconds.
Process 190 finished computations at 17.8578 seconds.
Process 172 finished computations at 17.8584 seconds.
Process 173 finished computations at 17.8666 seconds.
Process 186 finished computations at 17.8641 seconds.
Process 8 finished computations at 17.8704 seconds.
Process 181 finished computations at 17.868 seconds.
Process 180 finished computations at 17.8692 seconds.
Process 196 finished computations at 17.8769 seconds.
Process 175 finished computations at 17.8844 seconds.
Process 177 finished computations at 17.8938 seconds.
Process 176 finished computations at 17.8998 seconds.
Process 183 finished computations at 17.9232 seconds.
Process 165 finished computations at 17.9334 seconds.
Process 162 finished computations at 17.9363 seconds.
Process 9 finished computations at 17.9375 seconds.
Process 6 finished computations at 17.939 seconds.
Process 7 finished computations at 17.9788 seconds.
Process 163 finished computations at 18.0047 seconds.
Process 164 finished computations at 18.0161 seconds.
Process 10 finished computations at 18.0242 seconds.
Process 158 finished computations at 18.0316 seconds.
Process 11 finished computations at 18.1174 seconds.
Process 18 finished computations at 18.136 seconds.
Process 160 finished computations at 18.1399 seconds.
Process 161 finished computations at 18.1529 seconds.
Process 159 finished computations at 18.1573 seconds.
Process 17 finished computations at 18.1598 seconds.
Process 16 finished computations at 18.1832 seconds.
Process 19 finished computations at 18.1832 seconds.
Process 157 finished computations at 18.2137 seconds.
Process 156 finished computations at 18.2772 seconds.
Process 13 finished computations at 18.3145 seconds.
Process 155 finished computations at 18.3186 seconds.
Process 12 finished computations at 18.3189 seconds.
Process 24 finished computations at 18.3442 seconds.
Process 154 finished computations at 18.3623 seconds.
Process 14 finished computations at 18.3646 seconds.
Process 153 finished computations at 18.3728 seconds.
Process 26 finished computations at 18.3799 seconds.
Process 25 finished computations at 18.3892 seconds.
Process 152 finished computations at 18.4136 seconds.
Process 27 finished computations at 18.4162 seconds.
Process 15 finished computations at 18.4307 seconds.
Process 20 finished computations at 18.4841 seconds.
Process 151 finished computations at 18.5003 seconds.
Process 21 finished computations at 18.5187 seconds.
Process 22 finished computations at 18.5119 seconds.
Process 149 finished computations at 18.5406 seconds.
Process 150 finished computations at 18.5642 seconds.
Process 34 finished computations at 18.5806 seconds.
Process 29 finished computations at 18.607 seconds.
Process 23 finished computations at 18.6128 seconds.
Process 148 finished computations at 18.6264 seconds.
Process 28 finished computations at 18.6874 seconds.
Process 147 finished computations at 18.6996 seconds.
Process 146 finished computations at 18.7014 seconds.
Process 145 finished computations at 18.7023 seconds.
Process 32 finished computations at 18.7286 seconds.
Process 33 finished computations at 18.7355 seconds.
Process 144 finished computations at 18.7619 seconds.
Process 35 finished computations at 18.7719 seconds.
Process 31 finished computations at 18.7815 seconds.
Process 30 finished computations at 18.8026 seconds.
Process 142 finished computations at 18.8506 seconds.
Process 143 finished computations at 18.8629 seconds.
Process 141 finished computations at 18.8716 seconds.
Process 36 finished computations at 18.9636 seconds.
Process 40 finished computations at 18.9978 seconds.
Process 104 finished computations at 19.0409 seconds.
Process 139 finished computations at 19.0517 seconds.
Process 37 finished computations at 19.0533 seconds.
Process 41 finished computations at 19.0654 seconds.
Process 140 finished computations at 19.0658 seconds.
Process 105 finished computations at 19.0709 seconds.
Process 38 finished computations at 19.0801 seconds.
Process 65 finished computations at 19.0853 seconds.
Process 42 finished computations at 19.0936 seconds.
Process 97 finished computations at 19.0979 seconds.
Process 43 finished computations at 19.0989 seconds.
Process 106 finished computations at 19.1317 seconds.
Process 39 finished computations at 19.1337 seconds.
Process 96 finished computations at 19.1369 seconds.
Process 107 finished computations at 19.1424 seconds.
Process 51 finished computations at 19.1548 seconds.
Process 138 finished computations at 19.1575 seconds.
Process 67 finished computations at 19.1616 seconds.
Process 98 finished computations at 19.1789 seconds.
Process 64 finished computations at 19.1715 seconds.
Process 129 finished computations at 19.1847 seconds.
Process 136 finished computations at 19.1864 seconds.
Process 66 finished computations at 19.1959 seconds.
Process 137 finished computations at 19.1949 seconds.
Process 135 finished computations at 19.1972 seconds.
Process 128 finished computations at 19.1979 seconds.
Process 99 finished computations at 19.2056 seconds.
Process 57 finished computations at 19.2079 seconds.
Process 59 finished computations at 19.2117 seconds.
Process 134 finished computations at 19.2267 seconds.
Process 50 finished computations at 19.2304 seconds.
Process 58 finished computations at 19.2315 seconds.
Process 130 finished computations at 19.2289 seconds.
Process 103 finished computations at 19.2644 seconds.
Process 49 finished computations at 19.2662 seconds.
Process 91 finished computations at 19.265 seconds.
Process 131 finished computations at 19.2672 seconds.
Process 132 finished computations at 19.2755 seconds.
Process 133 finished computations at 19.2784 seconds.
Process 101 finished computations at 19.2719 seconds.
Process 102 finished computations at 19.2882 seconds.
Process 88 finished computations at 19.2922 seconds.
Process 90 finished computations at 19.2989 seconds.
Process 87 finished computations at 19.3031 seconds.
Process 56 finished computations at 19.3042 seconds.
Process 89 finished computations at 19.3064 seconds.
Process 48 finished computations at 19.297 seconds.
Process 100 finished computations at 19.3149 seconds.
Process 44 finished computations at 19.3371 seconds.
Process 83 finished computations at 19.3403 seconds.
Process 72 finished computations at 19.3465 seconds.
Process 63 finished computations at 19.3606 seconds.
Process 62 finished computations at 19.3686 seconds.
Process 52 finished computations at 19.3752 seconds.
Process 82 finished computations at 19.3777 seconds.
Process 81 finished computations at 19.396 seconds.
Process 45 finished computations at 19.4063 seconds.
Process 92 finished computations at 19.409 seconds.
Process 61 finished computations at 19.4104 seconds.
Process 94 finished computations at 19.4198 seconds.
Process 60 finished computations at 19.4282 seconds.
Process 93 finished computations at 19.4302 seconds.
Process 53 finished computations at 19.4336 seconds.
Process 54 finished computations at 19.4385 seconds.
Process 123 finished computations at 19.4479 seconds.
Process 73 finished computations at 19.4521 seconds.
Process 80 finished computations at 19.4629 seconds.
Process 120 finished computations at 19.4672 seconds.
Process 95 finished computations at 19.4687 seconds.
Process 55 finished computations at 19.4715 seconds.
Process 115 finished computations at 19.4746 seconds.
Process 71 finished computations at 19.4781 seconds.
Process 86 finished computations at 19.4819 seconds.
Process 122 finished computations at 19.471 seconds.
Process 108 finished computations at 19.4961 seconds.
Process 121 finished computations at 19.5019 seconds.
Process 70 finished computations at 19.5133 seconds.
Process 114 finished computations at 19.5155 seconds.
Process 85 finished computations at 19.5239 seconds.
Process 69 finished computations at 19.5265 seconds.
Process 113 finished computations at 19.5293 seconds.
Process 74 finished computations at 19.5342 seconds.
Process 47 finished computations at 19.5361 seconds.
Process 46 finished computations at 19.5395 seconds.
Process 112 finished computations at 19.5356 seconds.
Process 68 finished computations at 19.5475 seconds.
Process 75 finished computations at 19.5606 seconds.
Process 84 finished computations at 19.5828 seconds.
Process 127 finished computations at 19.6147 seconds.
Process 110 finished computations at 19.6236 seconds.
Process 109 finished computations at 19.6361 seconds.
Process 77 finished computations at 19.6458 seconds.
Process 78 finished computations at 19.6672 seconds.
Process 116 finished computations at 19.6891 seconds.
Process 79 finished computations at 19.7084 seconds.
Process 117 finished computations at 19.7122 seconds.
Process 124 finished computations at 19.7115 seconds.
Process 76 finished computations at 19.7191 seconds.
Process 126 finished computations at 19.7424 seconds.
Process 119 finished computations at 19.7491 seconds.
Process 111 finished computations at 19.7527 seconds.
Process 125 finished computations at 19.7618 seconds.
Process 118 finished computations at 19.7905 seconds.
Total time taken: 20.0641 seconds.
31.772 
With OMP off...
128, Running with 128 MPI processes.
Process 119 finished computations at 17.0863 seconds.
Process 120 finished computations at 17.1126 seconds.
Process 0 finished computations at 17.2017 seconds.
Process 115 finished computations at 17.267 seconds.
Process 121 finished computations at 17.2657 seconds.
Process 118 finished computations at 17.2941 seconds.
Process 122 finished computations at 17.3292 seconds.
Process 127 finished computations at 17.3473 seconds.
Process 123 finished computations at 17.3576 seconds.
Process 116 finished computations at 17.4413 seconds.
Process 117 finished computations at 17.443 seconds.
Process 114 finished computations at 17.4497 seconds.
Process 113 finished computations at 17.4743 seconds.
Process 1 finished computations at 17.4913 seconds.
Process 125 finished computations at 17.5297 seconds.
Process 126 finished computations at 17.5439 seconds.
Process 2 finished computations at 17.5604 seconds.
Process 112 finished computations at 17.6544 seconds.
Process 124 finished computations at 17.6995 seconds.
Process 105 finished computations at 17.7042 seconds.
Process 104 finished computations at 17.7734 seconds.
Process 3 finished computations at 17.8647 seconds.
Process 99 finished computations at 17.9081 seconds.
Process 106 finished computations at 17.9094 seconds.
Process 96 finished computations at 17.9544 seconds.
Process 103 finished computations at 17.9624 seconds.
Process 83 finished computations at 17.9683 seconds.
Process 110 finished computations at 17.972 seconds.
Process 111 finished computations at 17.9887 seconds.
Process 107 finished computations at 18.0039 seconds.
Process 102 finished computations at 18.0181 seconds.
Process 90 finished computations at 18.0293 seconds.
Process 91 finished computations at 18.0395 seconds.
Process 97 finished computations at 18.0411 seconds.
Process 100 finished computations at 18.0504 seconds.
Process 101 finished computations at 18.0531 seconds.
Process 89 finished computations at 18.0578 seconds.
Process 98 finished computations at 18.0758 seconds.
Process 88 finished computations at 18.1112 seconds.
Process 109 finished computations at 18.1297 seconds.
Process 82 finished computations at 18.135 seconds.
Process 108 finished computations at 18.1787 seconds.
Process 4 finished computations at 18.1854 seconds.
Process 94 finished computations at 18.1942 seconds.
Process 8 finished computations at 18.1967 seconds.
Process 81 finished computations at 18.218 seconds.
Process 9 finished computations at 18.2307 seconds.
Process 85 finished computations at 18.2381 seconds.
Process 84 finished computations at 18.2351 seconds.
Process 95 finished computations at 18.2605 seconds.
Process 86 finished computations at 18.2886 seconds.
Process 92 finished computations at 18.3066 seconds.
Process 93 finished computations at 18.3163 seconds.
Process 5 finished computations at 18.3188 seconds.
Process 80 finished computations at 18.3407 seconds.
Process 87 finished computations at 18.3596 seconds.
Process 10 finished computations at 18.3595 seconds.
Process 6 finished computations at 18.436 seconds.
Process 11 finished computations at 18.4446 seconds.
Process 7 finished computations at 18.467 seconds.
Process 79 finished computations at 18.6125 seconds.
Process 78 finished computations at 18.6331 seconds.
Process 12 finished computations at 18.6955 seconds.
Process 13 finished computations at 18.7142 seconds.
Process 77 finished computations at 18.756 seconds.
Process 16 finished computations at 18.76 seconds.
Process 75 finished computations at 18.7604 seconds.
Process 14 finished computations at 18.7833 seconds.
Process 18 finished computations at 18.8043 seconds.
Process 17 finished computations at 18.81 seconds.
Process 74 finished computations at 18.837 seconds.
Process 76 finished computations at 18.8445 seconds.
Process 73 finished computations at 18.8835 seconds.
Process 15 finished computations at 18.8879 seconds.
Process 72 finished computations at 18.892 seconds.
Process 19 finished computations at 18.9849 seconds.
Process 50 finished computations at 19.1088 seconds.
Process 51 finished computations at 19.1184 seconds.
Process 32 finished computations at 19.218 seconds.
Process 71 finished computations at 19.2761 seconds.
Process 25 finished computations at 19.2797 seconds.
Process 48 finished computations at 19.2819 seconds.
Process 33 finished computations at 19.2859 seconds.
Process 26 finished computations at 19.2969 seconds.
Process 43 finished computations at 19.3043 seconds.
Process 49 finished computations at 19.3048 seconds.
Process 52 finished computations at 19.335 seconds.
Process 21 finished computations at 19.3344 seconds.
Process 24 finished computations at 19.3441 seconds.
Process 27 finished computations at 19.333 seconds.
Process 66 finished computations at 19.3523 seconds.
Process 20 finished computations at 19.3584 seconds.
Process 34 finished computations at 19.3769 seconds.
Process 42 finished computations at 19.3847 seconds.
Process 41 finished computations at 19.4009 seconds.
Process 67 finished computations at 19.4156 seconds.
Process 35 finished computations at 19.4191 seconds.
Process 70 finished computations at 19.437 seconds.
Process 31 finished computations at 19.4363 seconds.
Process 28 finished computations at 19.4466 seconds.
Process 64 finished computations at 19.4459 seconds.
Process 53 finished computations at 19.4484 seconds.
Process 30 finished computations at 19.4735 seconds.
Process 29 finished computations at 19.4967 seconds.
Process 65 finished computations at 19.4981 seconds.
Process 40 finished computations at 19.5195 seconds.
Process 46 finished computations at 19.523 seconds.
Process 22 finished computations at 19.5339 seconds.
Process 59 finished computations at 19.5455 seconds.
Process 58 finished computations at 19.551 seconds.
Process 69 finished computations at 19.5576 seconds.
Process 57 finished computations at 19.5572 seconds.
Process 47 finished computations at 19.5592 seconds.
Process 45 finished computations at 19.5713 seconds.
Process 56 finished computations at 19.5914 seconds.
Process 44 finished computations at 19.5959 seconds.
Process 23 finished computations at 19.5978 seconds.
Process 68 finished computations at 19.6733 seconds.
Process 54 finished computations at 19.6867 seconds.
Process 61 finished computations at 19.7249 seconds.
Process 63 finished computations at 19.7416 seconds.
Process 36 finished computations at 19.7359 seconds.
Process 38 finished computations at 19.765 seconds.
Process 39 finished computations at 19.7873 seconds.
Process 62 finished computations at 19.7937 seconds.
Process 37 finished computations at 19.8235 seconds.
Process 55 finished computations at 19.8267 seconds.
Process 60 finished computations at 19.8538 seconds.
Total time taken: 19.9432 seconds.
27.916
With OMP on...
128, Running with 128 MPI processes.
Process 120 finished computations at 17.0531 seconds.
Process 0 finished computations at 17.2954 seconds.
Process 121 finished computations at 17.3043 seconds.
Process 122 finished computations at 17.3463 seconds.
Process 114 finished computations at 17.3688 seconds.
Process 115 finished computations at 17.3815 seconds.
Process 119 finished computations at 17.4139 seconds.
Process 123 finished computations at 17.4139 seconds.
Process 118 finished computations at 17.4289 seconds.
Process 127 finished computations at 17.4329 seconds.
Process 117 finished computations at 17.5215 seconds.
Process 113 finished computations at 17.5368 seconds.
Process 1 finished computations at 17.5634 seconds.
Process 116 finished computations at 17.5994 seconds.
Process 126 finished computations at 17.639 seconds.
Process 125 finished computations at 17.676 seconds.
Process 112 finished computations at 17.6821 seconds.
Process 2 finished computations at 17.6981 seconds.
Process 124 finished computations at 17.7616 seconds.
Process 105 finished computations at 17.7563 seconds.
