Threads, Time (seconds)
128, Running with 128 MPI processes.
Process 94 finished computations at 37.0688 seconds.
Process 121 finished computations at 37.0721 seconds.
Process 58 finished computations at 37.0814 seconds.
Process 15 finished computations at 37.0901 seconds.
Process 93 finished computations at 37.0951 seconds.
Process 56 finished computations at 37.0956 seconds.
Process 96 finished computations at 37.1007 seconds.
Process 57 finished computations at 37.1147 seconds.
Process 92 finished computations at 37.1243 seconds.
Process 95 finished computations at 37.1281 seconds.
Process 50 finished computations at 37.1406 seconds.
Process 45 finished computations at 37.1467 seconds.
Process 10 finished computations at 37.1514 seconds.
Process 55 finished computations at 37.1528 seconds.
Process 120 finished computations at 37.1712 seconds.
Process 48 finished computations at 37.1735 seconds.
Process 9 finished computations at 37.1766 seconds.
Process 11 finished computations at 37.1764 seconds.
Process 12 finished computations at 37.1787 seconds.
Process 47 finished computations at 37.2033 seconds.
Process 49 finished computations at 37.2122 seconds.
Process 80 finished computations at 37.2156 seconds.
Process 46 finished computations at 37.2463 seconds.
Process 91 finished computations at 37.2744 seconds.
Process 83 finished computations at 37.2975 seconds.
Process 86 finished computations at 37.329 seconds.
Process 82 finished computations at 37.3333 seconds.
Process 64 finished computations at 37.3391 seconds.
Process 65 finished computations at 37.343 seconds.
Process 87 finished computations at 37.3444 seconds.
Process 81 finished computations at 37.369 seconds.
Process 66 finished computations at 37.3843 seconds.
Process 88 finished computations at 37.3935 seconds.
Process 84 finished computations at 37.3981 seconds.
Process 77 finished computations at 37.3982 seconds.
Process 78 finished computations at 37.3998 seconds.
Process 90 finished computations at 37.4014 seconds.
Process 71 finished computations at 37.4192 seconds.
Process 85 finished computations at 37.4324 seconds.
Process 89 finished computations at 37.4374 seconds.
Process 72 finished computations at 37.4407 seconds.
Process 70 finished computations at 37.4503 seconds.
Process 79 finished computations at 37.4581 seconds.
Process 67 finished computations at 37.4648 seconds.
Process 73 finished computations at 37.4837 seconds.
Process 76 finished computations at 37.4921 seconds.
Process 68 finished computations at 37.5459 seconds.
Process 74 finished computations at 37.5468 seconds.
Process 69 finished computations at 37.5628 seconds.
Process 75 finished computations at 37.5655 seconds.
Total time taken: 37.8041 seconds.
46.344
64, Running with 64 MPI processes.
Process 0 finished computations at 73.2462 seconds.
Process 41 finished computations at 73.5099 seconds.
Process 38 finished computations at 73.5102 seconds.
Process 39 finished computations at 73.5287 seconds.
Process 42 finished computations at 73.5579 seconds.
Process 40 finished computations at 73.5943 seconds.
Process 43 finished computations at 73.6076 seconds.
Process 37 finished computations at 73.688 seconds.
Process 36 finished computations at 73.7295 seconds.
Process 44 finished computations at 73.7331 seconds.
Process 63 finished computations at 73.8165 seconds.
Process 35 finished computations at 73.8611 seconds.
Process 34 finished computations at 73.9051 seconds.
Process 29 finished computations at 73.9457 seconds.
Process 45 finished computations at 73.9867 seconds.
Process 1 finished computations at 74.0043 seconds.
Process 62 finished computations at 74.0301 seconds.
Process 60 finished computations at 74.0375 seconds.
Process 31 finished computations at 74.0396 seconds.
Process 28 finished computations at 74.0422 seconds.
Process 30 finished computations at 74.0602 seconds.
Process 46 finished computations at 74.0821 seconds.
Process 33 finished computations at 74.0902 seconds.
Process 61 finished computations at 74.1131 seconds.
Process 48 finished computations at 74.1523 seconds.
Process 47 finished computations at 74.1783 seconds.
Process 51 finished computations at 74.1902 seconds.
Process 2 finished computations at 74.2089 seconds.
Process 50 finished computations at 74.2185 seconds.
Process 32 finished computations at 74.2244 seconds.
Process 52 finished computations at 74.2246 seconds.
Process 55 finished computations at 74.2694 seconds.
Process 49 finished computations at 74.3126 seconds.
Process 27 finished computations at 74.3136 seconds.
Process 59 finished computations at 74.324 seconds.
Process 54 finished computations at 74.3278 seconds.
Process 53 finished computations at 74.3305 seconds.
Process 3 finished computations at 74.3342 seconds.
Process 5 finished computations at 74.3465 seconds.
Process 18 finished computations at 74.3584 seconds.
Process 58 finished computations at 74.3648 seconds.
Process 22 finished computations at 74.3927 seconds.
Process 19 finished computations at 74.4192 seconds.
Process 26 finished computations at 74.4299 seconds.
Process 25 finished computations at 74.4566 seconds.
Process 57 finished computations at 74.4653 seconds.
Process 17 finished computations at 74.4664 seconds.
Process 20 finished computations at 74.4669 seconds.
Process 23 finished computations at 74.4683 seconds.
Process 16 finished computations at 74.4924 seconds.
Process 24 finished computations at 74.5197 seconds.
Process 56 finished computations at 74.5505 seconds.
Process 13 finished computations at 74.579 seconds.
Process 12 finished computations at 74.5865 seconds.
Process 14 finished computations at 74.5865 seconds.
Process 4 finished computations at 74.5928 seconds.
Process 21 finished computations at 74.5934 seconds.
Process 7 finished computations at 74.6431 seconds.
Process 6 finished computations at 74.6833 seconds.
Process 8 finished computations at 74.754 seconds.
Process 15 finished computations at 74.8312 seconds.
Process 9 finished computations at 74.8826 seconds.
Process 10 finished computations at 74.899 seconds.
Process 11 finished computations at 74.9688 seconds.
Total time taken: 75.1817 seconds.
81.074
32, Running with 32 MPI processes.
Process 31 finished computations at 143.319 seconds.
Process 30 finished computations at 143.451 seconds.
Process 28 finished computations at 143.485 seconds.
Process 29 finished computations at 143.493 seconds.
Process 3 finished computations at 143.525 seconds.
Process 7 finished computations at 143.527 seconds.
Process 6 finished computations at 143.542 seconds.
Process 2 finished computations at 143.589 seconds.
Process 8 finished computations at 143.634 seconds.
Process 11 finished computations at 143.676 seconds.
Process 0 finished computations at 143.711 seconds.
Process 1 finished computations at 143.708 seconds.
Process 9 finished computations at 143.745 seconds.
Process 5 finished computations at 143.786 seconds.
Process 27 finished computations at 144 seconds.
Process 10 finished computations at 144.012 seconds.
Process 4 finished computations at 144.032 seconds.
Process 13 finished computations at 144.068 seconds.
Process 19 finished computations at 144.115 seconds.
Process 26 finished computations at 144.124 seconds.
Process 18 finished computations at 144.127 seconds.
Process 20 finished computations at 144.144 seconds.
Process 12 finished computations at 144.145 seconds.
Process 17 finished computations at 144.189 seconds.
Process 25 finished computations at 144.232 seconds.
Process 16 finished computations at 144.251 seconds.
Process 24 finished computations at 144.266 seconds.
Process 22 finished computations at 144.27 seconds.
Process 14 finished computations at 144.284 seconds.
Process 21 finished computations at 144.298 seconds.
Process 15 finished computations at 144.517 seconds.
Process 23 finished computations at 144.523 seconds.
Total time taken: 144.667 seconds.
158.590
16, Running with 16 MPI processes.
Process 13 finished computations at 286.269 seconds.
Process 9 finished computations at 286.955 seconds.
Process 11 finished computations at 287.02 seconds.
Process 8 finished computations at 287.12 seconds.
Process 10 finished computations at 287.188 seconds.
Process 7 finished computations at 287.322 seconds.
Process 6 finished computations at 287.338 seconds.
Process 4 finished computations at 287.343 seconds.
Process 15 finished computations at 287.517 seconds.
Process 12 finished computations at 287.598 seconds.
Process 14 finished computations at 287.637 seconds.
Process 5 finished computations at 287.65 seconds.
Process 0 finished computations at 287.676 seconds.
Process 1 finished computations at 287.688 seconds.
Process 3 finished computations at 287.702 seconds.
Process 2 finished computations at 287.709 seconds.
Total time taken: 287.833 seconds.
295.896
8, Running with 8 MPI processes.
Process 3 finished computations at 578.506 seconds.
Process 1 finished computations at 578.641 seconds.
Process 4 finished computations at 578.65 seconds.
Process 2 finished computations at 578.708 seconds.
Process 0 finished computations at 578.914 seconds.
Process 6 finished computations at 579.006 seconds.
Process 5 finished computations at 579.177 seconds.
Process 7 finished computations at 579.42 seconds.
Total time taken: 579.523 seconds.
582.193
4, Running with 4 MPI processes.
Process 2 finished computations at 1161.56 seconds.
Process 0 finished computations at 1161.64 seconds.
Process 1 finished computations at 1162.37 seconds.
Process 3 finished computations at 1162.93 seconds.
Total time taken: 1163.03 seconds.
1166.369
2, Running with 2 MPI processes.
Process 0 finished computations at 2311.05 seconds.
Process 1 finished computations at 2324.95 seconds.
Total time taken: 2325.07 seconds.
2328.612
